"","dist","sex","id","road_residence_count","powerline_residence_count","move"
"1818",0,"female","35",0,0,0
"1883",0,"female","35",0,0,0
"1820",0,"female","35",0,0,0
"1885",2.23606797749979,"female","35",0,0,1
"1822",0,"female","35",0,0,0
"1887",0,"female","35",0,0,0
"1824",0,"female","35",0,0,0
"1825",0,"female","35",0,0,0
"1890",0,"female","35",0,0,0
"1891",0,"female","35",0,0,0
